ISBN,Título,Resumo,Imagem_Lisboa,Autor_Beja,Publicacao_Beja,Colecao_Beja,Assuntos_Beja,CDU_Beja
978-989-707-577-3,Franklin e a livraria voadora,"Franklin, o dragão, adora livros e gosta de os ler em voz alta para toda a gente ouvir. Mas os habitantes da aldeia têm medo dele, excepto uma menina, a Luna. Juntos vão espalhar histórias pelo mundo e criar a livraria mais emocionante de sempre.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=463557&img=73615&res=100&thb=1&pag=1,"Campbell, Jen;Harnett, Katie, il.;Ferreira, Susana Cardoso, 1972-, trad.","Amadora : Fábula, 2018",,Pré-leitores,087.5(5-10)
978-989-707-532-2,Começa numa semente,"Com este livro as crianças podem “viajar” pelas estações do ano e pelos anos para acompanharem a transformação de uma pequena semente e a evolução da plantinha que dela nasce até se formar uma jovem árvore, a qual se torna depois uma grandiosa árvore adulta. Com seus grandes ramos e raízes, é aqui que alguns animais da floresta, como esquilos, coelhos, borboletas e corujas, fazem a sua casa. Começando com uma simples semente, trata-se de uma bonita história factual, com belas ilustrações que mostram a mudança das estações e uma mensagem encantadora de vida e crescimento, que vai fascinar as crianças.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=463817&img=43182&res=150&thb=1&pag=1,"Knowles, Lara;Webber, Jennie, il.;Ferreira, Susana Cardoso, 1972-, trad.","Amadora : Fábula, 2019",,Leitores iniciais,087.5(5-10)
978-989-8166-39-5,Matilde,Separados pela vitrine da Boutique Esmeralda batem dois corações: o de Matilde pelo Sr. Narciso e o do Sr. Narciso por ele próprio. Como se cruzarão estas duas histórias de amor?[Resumo da responsabilidade do Plano Nacional de Leitura 2027],http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464201&img=43218&res=150&thb=1&pag=1,"Carmelo, Luís Correia, 1976-;Di Giorgio, Mariachiara, 1983-, il.","Figueira da Foz : Bruaá, 2018",,Literatura Portuguesa,087.5(5-10)
978-989-8166-40-1,Supõe...,"Um livro singularmente divertido, de um escritor singular, onde cada página começa com a palavra “Supõe”, enviando-nos para uma série de cenários plenos de impossibilidade e nonsense.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464260&img=43262&res=150&thb=1&pag=1,"Reid, Alastair, 1926-2014;Yoon, JooHee, 1989-, il.;Gouveia, Miguel, 1962-, trad.","Figueira da Foz : Bruáa, 2018",,Leitores medianos,087.5(5-10)
978-989-99446-6-4,Beja,"Susa Monteiro, ilustradora portuguesa que vive e trabalha em Beja, mostra-nos alguns dos recantos preferidos da sua cidade. No Jardim do Tribunal, Susa conversa com os amigos horas a fio; na Casa da Cultura, gosta de desenhar e apreciar a Primavera; e, na Biblioteca José Saramago, desenha e faz pesquisas para os seus projectos.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464294&img=43272&res=150&thb=1&pag=1,"Monteiro, Susa, 1979-","Loures : Pato Lógico, 2016",A minha cidade,Autores Locais,912(469.521)
978-989-8868-23-7,Aqui estamos nós : apontamentos para viver no planeta Terra,"O mundo pode parecer muito confuso, sobretudo se acabámos de aqui chegar. Para melhor compreendê-lo, vamos explorar o nosso planeta e ver como vivemos. Estes apontamentos são um guia para essa viagem...[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464325&img=43270&res=150&thb=1&pag=1,"Jeffers, Oliver, 1977-;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2018",Orfeu Mini,Literatura Australiana,087.5(5-10)
978-972-0-72908-8,O que é que aconteceu na terra dos procópios?,"Nesta peça de teatro infantil em um ato, a animação e as descobertas são constantes. As figuras com quem os Procópios se vão encontrando vão ajudá-los a entender a magia das pequenas coisas de todos os dias: um copo transparente, uma vulgar cadeira de madeira, um misterioso saco de estopa...[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464433&img=72353&res=100&thb=1&pag=1,"Menéres, Maria Alberta, 1930-2019;Madureira, Marta, 1971-, il.","Porto : Porto, 2017",Maria Alberta Menéres,Pré-leitores,087.5(5-10)
978-972-27-2706-8,"Rainha dos ares : a águia, imperial, ibérica","Livro de caráter pedagógico sobre a Águia-Imperial-Ibérica, uma das aves mais raras da Europa. Só faz ninho nalgumas regiões da Península Ibérica e, durante três décadas, foi considerada extinta em Portugal.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464447&img=43293&res=150&thb=1&pag=1,"Almeida, Carla Maia de, 1969-;Monteiro, Susa, 1979-, il.","[Lisboa] : Imprensa Nacional-Casa da Moeda, 2020",,Autores Locais,087.5:598.2/.9
978-972-24-1886-7,A construção do mundo,"Distinguido com o «Prémio Branquinho da Fonseca /Expresso /Gulbenkian, 2017», na modalidade infantil, «A construção do Mundo» resgata o olhar de uma criança sobre o real que a rodeia e conta-nos a história de um menino cujo pai é construtor civil; o protagonista, servindo-se da sua capacidade inventiva, vê-o, então, como o verdadeiro construtor do mundo. Numa linguagem simples, que não cede, no entanto, a facilitismo, o livro corresponde sobretudo à narrativa de um olhar da criança sobre a as realidades que lhe despertam a curiosidade e o espanto, e que lhe avivam, portanto, a imaginação. As ilustrações, da responsabilidade da ilustradora Mariana Rio, são vivas e interpretativas assumindo uma perspectiva que expande interpretativamente o discurso, através das imagens.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464449&img=43304&res=150&thb=1&pag=1,"Monteiro, Fábio;Rio, Mariana, 1986-, il.","Lisboa : Livros Horizonte, 2018",Álbuns ; 58206,Pré-leitores,087.5(0-5)
978-972-24-1865-2,"Blá, blá, quá, quá : como comunicam os animais e porquê","Os seres humanos não são as únicas criaturas que comunicam entre si. Todos os animais comunicam. De formas diversas, enviam mensagens, não apenas aos da sua espécie como a animais de espécies diferentes. Das “conversas” dos golfinhos aos guinchos ultrassônicos dos morcegos, das riscas das abelhas e vespas às pulsações elétricas do peixe-elefante, passando pelas “palavras” de macacos, este livro revela os mistérios de como os animais grunhem, guincham, palram... Isto é, como “falam”, uns com os outros. De forma divertida, as crianças contatam com pesquisas interessantes e descobertas recentes sobre a linguagem dos animais.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464508&img=43300&res=150&thb=1&pag=1,"Davies, Nicola, 1958-;Layton, Neal, 1971-, il.;Lopes, Raquel Dutra, 1983-, trad.","Lisboa : Livros Horizonte, 2018",Ciência Animal,Leitores medianos,087.5(5-10)
978-989-8145-90-1,"Plasticus maritimus, uma espécie invasora","Os autores deste livro começam por descrever aimportância dos oceanos, mostram objetos vulgares e exóticos que chegam àcosta, descrevem como organizar uma “saída de campo” para identificar e recolherexemplares desta nova “espécie” ameaçadora que é o “Pasticus maritimus”, e salientamos problemas da reciclagem e dos plásticos descartáveis. Para além disso, referema história da Ana, a bióloga marinha que decidiu ter um “papel ativo” nasolução de um problema que a preocupava. “PlasticusMaritimus, Uma Espécie Invasora” é um guia de campo ilustrado que permite identificar,recolher, colecionar e ajudar a eliminar o plástico marinho.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464793&img=43466&res=150&thb=1&pag=1,"Pêgo, Ana Paula Gomes Moreira, 1973-;Martins, Isabel Minhós, 1974-, co-autor;Carvalho, Bernardo Pego de, 1973-, il.","Carcavelos : Planeta Tangerina, 2019",,Leitores iniciais,087.5:504
978-989-8166-37-1,O estranho,"Um rei e o seu povo vivem em paz até ao dia em que a chegada de um estranho deixa o país numa grande agitação. Ele não se parece com eles. Na verdade, este estranho parece ser tão diferente que as pessoas encontram grande dificuldade em falar com ele, optando pelo caminho fácil da suspeição num cenário infelizmente já familiar: guardas, políticos ignorantes, a ameaça da força militar... “O estranho”, novamente relevante nos nossos dias, é uma pequena história repleta de grandes temas que celebra o triunfo da aceitação e da empatia sobre a ignorância e o preconceito.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464800&img=43464&res=150&thb=1&pag=1,"Rinji, Kjell","Figueira da Foz : Bruaá, 2018",,Pré-leitores,087.5(5-10)
978-972-21-2959-6,A água e a águia,"Reflexão poética sobre a água, o livro conta uma história de escassez e revela como a natureza encontra o seu próprio equilíbrio, se forem respeitados todos os seus elementos. No fundo, é um organismo em tudo semelhante à linguagem, como aqui se demonstra.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464915&img=43499&res=150&thb=1&pag=1,"Couto, Mia, pseud.;Wojciechowska, Danuta, 1960-, il.","Alfragide : Caminho, 2018",,Pré-leitores,087.5(5-10)
978-989-557-272-4,Segredos,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464936&img=43502&res=150&thb=1&pag=1,,,,,
978-989-8888-33-4,O Pintas e o mistério dos sapatos desaparecidos,"Têm desaparecido sapatos - apenas um de cada par - o que intriga o Pintas e o Charlie, mais do que os roubos em si. Os dois amigos vão tratar de desvendar o caso.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464978&img=43535&res=150&thb=1&pag=1,"Silva, João Cunha, 1978-;Ribeiro, Vanessa, il.","Alcochete : Alfarroba, 2018",,Leitores iniciais,087.5(5-10)
978-989-776-184-3,A loja das palermices,Nesta loja das palermices encontram-se as coisas mais estranhas e para lá chegar só mesmo à boleia da imaginação.[Resumo da responsabilidade do Plano Nacional de Leitura 2027],http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464980&img=43536&res=150&thb=1&pag=1,"Letria, José Jorge, 1951-;Fernandes, Célia, il.","Lisboa : Zero a Oito, 2018",Na minha rua ; 6,Literatura Portuguesa,087.5(5-10)
978-972-21-2946-6,Dentro de uma caixa,"Tudo começa com uma caixa que tem dentro de si outra caixa e assim sucessivamente até ao infinito. Em todas e cada uma delas, segredos e maravilhas, sonhos e encantamentos, memórias e promessas.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464988&img=63126&res=100&thb=1&pag=1,"Letria, José Jorge, 1951-;Afonso, Ana, 1977-, il.","Alfragide : Caminho, 2018",,Literatura Portuguesa,087.5(5-10)
978-989-54051-1-4,O dia em que me tornei pássaro,"A escola começou e Candela, que só tem olhos para os pássaros, ignora a paixão que provoca. Um dia, os olhares de ambos cruzam-se, enfim. Ele veste um fato de pássaro, ela tira-lhe o fato de pássaro e envolve-o com os seus braços. Já não é um pássaro mas, agora, consegue voar. Paradoxos do amor![Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464996&img=43533&res=150&thb=1&pag=1,"Chabbert, Ingrid, 1978-;Guridi, pseud., il.","[S. l.] : The Poets and Dragons Society, 2018",,Leitores iniciais,087.5(5-10)
978-972-24-1860-7,O cuquedo e um amor que mete medo,"Tal como a Carochinha que procurava par, também o Cuquedo quer escolher alguém com quem casar.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=465025&img=43551&res=150&thb=1&pag=1,"Cunha, Clara, 1971-;Galindro, Paulo, 1970-, il.","Lisboa : Livros Horizonte, 2017",Álbuns ; 58196,Leitores iniciais,087.5(5-10)
978-989-707-680-0,A viagem,"A saga de uma viúva que foge da guerra, com os dois filhos, guiada pela coragem e pela esperança, rumo ao desconhecido e à liberdade.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=465031&img=43557&res=150&thb=1&pag=1,"Sanna, Francesca, 1991-;Ferreira, Susana Cardoso, 1972-, trad.","Amadora : Fábula, 2018",,Literatura Italiana,087.5(5-10)
978-989-23-4171-2,Quando o regato secou,"No dia em que o regato secou, a Fabi e o Bitó, guiados pela mãe, vão ter de procurar água para matar a sede.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=465032&img=43556&res=150&thb=1&pag=1,"Mota, António, 1957-;Peixoto, Sebastião, 1972-, il.","Alfragide : Asa, 2018",Obras de António Mota ; 35,Leitores iniciais,087.5(5-10)
978-989-776-197-3,O menino que gritou para dentro,"O menino queria gritar mas tinha muita vergonha que o vissem ou ouvissem. Fez muitas tentativas para encontrar a solução ideal até adoecer com um grito dentro dele. O menino cresceu, tornou-se homem e a experiência ensinou-o a tratar dos gritos, sem ficar com dores e barriga.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=465048&img=43574&res=150&thb=1&pag=1,"Ventura, Ana, 1972-;Faria, Alberto, 1976-, il.","Lisboa : Zero a Oito, 2018",Na minha rua ; 7,Leitores iniciais,087.5(5-10)
978-972-21-2900-8,Que exagero!,"[Resumo da responsabilidade do Plano Nacional de Leitura 2027]O protagonista parte de situações concretas e ligadas às rotinas para imaginar mundos e cenários alternativos, dominados pelo maravilhoso e pelo fantástico. Relevo da imaginação criadora, capaz de subverter as regras do mundo empírico e de propor realidades outras. A valorização da imaginação como ponto de partida para a existência é sobretudo recriada através das imagens, uma vez que as ilustrações conseguem construir o mundo alternativo, dando forma à imaginação da criança.",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=465699&img=43710&res=150&thb=1&pag=1,"Bolila, Chico","Alfragide : Caminho, 2018",,,087.5(5-10)
978-989-557-674-6,Ciclo do pão,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467214&img=44242&res=150&thb=1&pag=1,,,,,
978-972-23-3905-6,A chave secreta para o universo,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467607&img=44303&res=150&thb=1&pag=1,"Hawking, Lucy;Hawking, Stephen, 1942-2018, co-autor;Parsons, Garry, il.","Barcarena : Presença, 2008",,Universo,087.5(10-15)
978-989-98803-9-9,Entre estrelas e estrelinhas : este mundo anda às voltinhas,"Ciência e poesia dão as mãos para responder a questões sobre o universo, a vida e os seres vivos, a luz, o ar, as ideias, as invenções, a água, a gravidade e a terra. Em conjunto, incentivam a curiosidade e a experimentação.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467709&img=44311&res=150&thb=1&pag=1,,,,,
978-972-24-1869-0,Monstro rosa,"A obra Monstro Rosa trabalha verbal e visualmente a definição da semelhança e da diferença, instalando de forma progressiva a forma de a diferença, que parte do facto de ser uma característica de uma entidade minoritária, ser uma característica de uma extensa comunidade que exibe a capacidade de aceitar, no seu seio, os que não são distintos entre si. A obra assume a cor, o tamanho e os detalhes das espécies como uma forma de tornar a diferença muito visível, mas explora a solidão, a tristeza e o sorriso como um modo de discutir a perceção das consequências da distinção. Acima de tudo, instala o sonho como o desejo de criação de um novo locus que, apesar de distante e difícil de atingir, proclama que a diferença não seja sinónimo de exclusão de ninguém.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467878&img=44409&res=150&thb=1&pag=1,"Dios, Olga de, 1979-;Machado, Rosa, trad.","Lisboa : Livros Horizonte, 2018",Álbuns ; 58201,Literatura Espanhola,087.5(0-5)
978-972-8781-30-9,Frederico,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=341301&img=2116&res=150&thb=1&pag=1,"Lionni, Leo, 1910-1999;Batalim, Dora Isabel, trad.","Lisboa : Kalandraka, 2013",Livros para sonhar,,087.5(5-10)
978-989-8868-28-2,A viagem,"Um pequeno pato castanho carrega uma mochila. Tem de partir para longe, aprender a conhecer um lugar novo e também estranho, onde ninguém o entende nem sabe quem ele é. Encontra uma mosca, um peixe, um rato, e pergunta-lhes: “Quem sou eu?” E, pouco a pouco, brinca com eles, sorri e gosta de ali estar. Com um texto delicado e ilustrações bem-humoradas, esta é uma história sobre a mudança e a adaptação a um novo lugar, que, apesar de estranho, nos traz também novos amigos e nos ensina quem somos.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467952&img=44442&res=150&thb=1&pag=1,"Salinas, Veronica, 1977-;Engman, Camilla, 1966-, il.","Lisboa : Orfeu Negro, 2018",,Literatura Argentina,087.5(0-5)
