ISBN,Idade,Título,Resumo,Imagem_Lisboa,Autor_Beja,Publicacao_Beja,Colecao_Beja,Assuntos_Beja,CDU_Beja
978-989-707-681-7,3-5,As corujas bebés,"Livro muito apelativo que constitui uma bonita história sobre a relação entre mãe e filhos, a confiança e a maneira como os irmãos se apoiam e entreajudam. Empoleiradas numa árvore, três corujinhas bebés esperam que a mãe volte para casa. A mãe chega e as três saltam de alegria porque sabem que quando estão juntas se sentem e são e mais fortes. Em linguagem muito simples, este pequeno livro permite transmitir aos mais pequeninos sentimentos de segurança de forma de suavizar a angústia pela separação de figuras de referência, em especial os pais.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467951&img=82016&res=100&thb=1&pag=1,"Waddell, Martin, 1941-;Benson, Patrick, 1956-, il.;Ferreira, Susana Cardoso, 1972-, trad.","[S.l.] : Fábula, 2018",,Literatura Inglesa,087.5(0-5)
978-989-8868-35-0,3-5,"Oh não, Sebastião!","O Sebastião prometeu ao Raul que se ia portar bem. Aliás, lindamente! Mas não é fácil ser sempre bem-comportado. Nesta hilariante história do autor/ilustrador Chris Haughton, acompanhamos com expectativa o dia do Sebastião e as suas várias tentativas de resistir ao delicioso bolo de chocolate, ao Gato atrevido e a tantas outras coisas que impedem um cão de se portar bem.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=471765&img=45692&res=150&thb=1&pag=1,"Haughton, Chris, 1978-;Oliveira, Carla, trad.","Lisboa : Orfeu Negro, 2018",Orfeu Mini,Literatura Irlandesa,087.5(0-5)
978-989-8868-13-8,3-5,"O lobo, o pato & rato","Ao contrário do que nos têm dito os contos populares, pode até ser bastante agradável viver na barriga de um lobo — há jantares deliciosos à luz de velas e serões dançantes. E, mais importante que tudo, acabou-se o medo de ser comido por um lobo! Mas, um dia, algo vem ameaçar o lar sossegado destes novos amigos...[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=471739&img=45683&res=150&thb=1&pag=1,"Barnett, Mac, 1982-;Klassen, Jon, 1981-, il.;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2018",Orfeu Mini,Literatura Americana,087.5(5-10)
978-972-0-70680-5,3-5,O que deves saber antes de ir para a escola,"Livro que é um manual de orientações para as tarefas inerentes à condição de ser criança. Apesar do que os adultos possam dizer ou pensar, as crianças, mesmo antes de entrar na escola, têm muito “trabalho” e muito para aprender. Apertar os cordões dos sapatos, distinguir os lados esquerdo e direito, dizer “por favor” sempre que necessário são alguns exemplos do muito que têm de conhecer e pôr em prática. Aqui têm uma grande ajuda. Contudo, as crianças mais novas ainda não sabem ler e por isso este livro é também uma excelente oportunidade para os adultos, e em especial os pais, apoiarem e interagirem com as crianças.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=471725&img=45694&res=150&thb=1&pag=1,"Amaral, Rita","Porto : Porto, 2018",,Leitores iniciais,087.5:03
978-989-707-747-0,3-5,O livro dos erros,"Nos desenhos, nos textos e na vida, os erros acontecem. Este livro é sobre erros e sobre o modo como se podem transformar em algo melhor do que aquilo que tínhamos sonhado ou planeado.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=471674&img=45667&res=150&thb=1&pag=1,"Luyken, Corinna, 1978-;Ferreira, Susana Cardoso, 1972-, trad.","Amadora : Fábula, 2021",,Literatura Americana,087.5(5-10)
978-989-749-097-2,3-5,A aranha muito ocupada,"O cavalo, a vaca, a ovelha... os animais da quinta bem que tentam convencer a aranha para vir com eles passear, comer ou correr... Ela, porém, está mais ocupada a tecer a sua teia.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=468862&img=44805&res=150&thb=1&pag=1,"Carle, Eric, 1929-2021;Noronha, Ana M., trad.","Matosinho : kalandraka, 2018",Livros para Sonhar,Pré-leitores,087.5(0-5)
978-989-665-021-6,3-5,O monstro das cores,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=468586&img=44701&res=150&thb=1&pag=1,"Llenas, Anna, 1977-","Lisboa : Nuvem de Letras, 2017",,Literatura Espanhola,087.5(0-5)
978-989-749-102-3,3-5,Os três ursos,"Conto popular inglês. Com uma proposta estética rica em detalhes, os ursos desta história saem uma manhã de casa, deixando o seu pequeno-almoço a arrefecer. Atraída pelo cheiro, uma menina muito curiosa de caracolinhos dourados entra em casa deles, vindo perturbar a tranquilidade do seu lar...[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=468241&img=44842&res=150&thb=1&pag=1,"Ballesteros, Xosé, 1956-;Southey, Robert, co-autor;Tanco, Miguel, il.;Ramos, Elisabete, 1976-, trad.","Matosinhos : kalandraka, 2018",Livros para sonhar,Pré-leitores,087.5(5-10)
978-972-23-6241-2,3-5,O coala que foi capaz,"Mudar não é fácil. Que o diga Kevin, um coala que gosta de manter tudo na mesma, exactamente na mesma. Mas, quando um dia a mudança surge sem ser convidada, Kevin descobre que a vida pode estar cheia de novidades e ser maravilhosa![Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=481240&img=49256&res=100&thb=1&pag=1,"Bright, Rachel, 1979-;Field, Jim 1980-, il.;Babo, Carlos Grifo, 1919-, trad.","Barcarena : Presença, 2018",,,087.5(5-10)
978-989-8868-17-6,3-5,Quadrado,"[Resumo da responsabilidade do Plano Nacional de Leitura 2027]O Quadrado tem um trabalho solitário e rotineiro. Todos os dias, empurra blocos de pedra desde a sua gruta secreta até ao cimo do monte. Um dia, para sua surpresa, vê aparecer, a flutuar, a Círculo que, olhando para o bloco de pedra, vê nele uma escultura maravilhosa, parecida com o Quadrado. Pede-lhe, então, para fazer uma outra parecida com ela. Confuso com as palavras da Círculo, ele vai esculpindo todo o bloco, em busca da perfeição. Depois de muito trabalho, aos seus olhos, surgem, apenas aparas. Ele não é nenhum génio, como a sua nova amiga pensa! Apenas sabe empurrar blocos! Em desespero, aguarda a chegada da Círculo. Mal sabe a surpresa que o espera...",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467963&img=44444&res=150&thb=1&pag=1,"Barnett, Mac, 1982-;Klassen, Jon, 1981-, il.;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2018",Orfeu Mini,Literatura Americana,087.5(0-5)
978-989-8868-28-2,3-5,A viagem,"Um pequeno pato castanho carrega uma mochila. Tem de partir para longe, aprender a conhecer um lugar novo e também estranho, onde ninguém o entende nem sabe quem ele é. Encontra uma mosca, um peixe, um rato, e pergunta-lhes: “Quem sou eu?” E, pouco a pouco, brinca com eles, sorri e gosta de ali estar. Com um texto delicado e ilustrações bem-humoradas, esta é uma história sobre a mudança e a adaptação a um novo lugar, que, apesar de estranho, nos traz também novos amigos e nos ensina quem somos.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467952&img=44442&res=150&thb=1&pag=1,"Salinas, Veronica, 1977-;Engman, Camilla, 1966-, il.","Lisboa : Orfeu Negro, 2018",,Literatura Argentina,087.5(0-5)
978-972-24-1869-0,3-5,Monstro rosa,"A obra Monstro Rosa trabalha verbal e visualmente a definição da semelhança e da diferença, instalando de forma progressiva a forma de a diferença, que parte do facto de ser uma característica de uma entidade minoritária, ser uma característica de uma extensa comunidade que exibe a capacidade de aceitar, no seu seio, os que não são distintos entre si. A obra assume a cor, o tamanho e os detalhes das espécies como uma forma de tornar a diferença muito visível, mas explora a solidão, a tristeza e o sorriso como um modo de discutir a perceção das consequências da distinção. Acima de tudo, instala o sonho como o desejo de criação de um novo locus que, apesar de distante e difícil de atingir, proclama que a diferença não seja sinónimo de exclusão de ninguém.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467878&img=44409&res=150&thb=1&pag=1,"Dios, Olga de, 1979-;Machado, Rosa, trad.","Lisboa : Livros Horizonte, 2018",Álbuns ; 58201,Literatura Espanhola,087.5(0-5)
978-989-665-021-6,3-5,O monstro das cores,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467713&img=44340&res=150&thb=1&pag=1,"Llenas, Anna, 1977-","Lisboa : Nuvem de Letras, 2017",,Literatura Espanhola,087.5(0-5)
978-989-98803-9-9,3-5,Entre estrelas e estrelinhas : este mundo anda às voltinhas,"Ciência e poesia dão as mãos para responder a questões sobre o universo, a vida e os seres vivos, a luz, o ar, as ideias, as invenções, a água, a gravidade e a terra. Em conjunto, incentivam a curiosidade e a experimentação.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467709&img=44311&res=150&thb=1&pag=1,,,,,
978-972-24-1872-0,3-5,"Não tenhas medo, lobo mau","A história de um lobo mau com medo de fantasmas e de um coelhinho sem medo de nada. De surpresa em surpresa, vão andando, pela floresta, até ao final. Inesperado? Talvez não...[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=465037&img=43560&res=150&thb=1&pag=1,"Cunha, Clara, 1971-;Cóias, Natalina, 1972-, il.","[Lisboa] : Livros Horizonte, 2018",Álbuns ; 58202,Pré-leitores,087.5(5-10)
978-989-665-309-5,3-5,Há um monstro no teu livro,"Livro interativo habitado por um pequeno monstro travesso e uma criança que o quer tirar de lá. Após muitas e variadas tentativas, a criança muda de ideias...[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=465034&img=43561&res=150&thb=1&pag=1,"Fletcher, Tom, 1985-;Abbott, Jeff, il.","Lisboa : Nuvem de Letras, 2018",,Pré-leitores,087.5(0-5)
978-989-707-447-9,3-5,O urso e o piano,O encontro improvável entre um urso e um piano numa história belíssima sobre a amizade e a importância de se ter uma casa.[Resumo da responsabilidade do Plano Nacional de Leitura 2027],http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=463536&img=43010&res=150&thb=1&pag=1,"Litchfield, David, 1979-;Gomes, Luísa Costa, 1954-, trad.","Amadora : Booksmile, 2017",,Literatura Inglesa,087.5(5-10)
978-989-777-041-8,3-5,"Eu tenho amigos, Norberto?","Norberto ajudao gato Simão a perceber que não tem motivo para estar triste pois tem muitos amigos. Além disso, ainda lhe conta uma pequena história.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=465008&img=43529&res=150&thb=1&pag=1,"Santos, Margarida Fonseca, 1960-;Cabral, Mica, il.","Lisboa : Planeta Manuscrito, 2018",Histórias do mocho. Compreender as emoções ; 1,Literatura Portuguesa,087.5(5-10)
978-989-777-042-5,3-5,"Eu tenho medo, Norberto...","Norberto ajuda o coelho Malhado a resolver os seus problemas com o medo. Além disso, conta-lhe uma pequena história para o divertir.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=465007&img=43530&res=150&thb=1&pag=1,"Santos, Margarida Fonseca, 1960-;Cabral, Mica, il.","Lisboa : Planeta Manuscrito, 2018",Histórias de mocho. Compreender as emoções ; 2,Literatura Portuguesa,087.5(5-10)
978-972-21-2959-6,3-5,A água e a águia,"Reflexão poética sobre a água, o livro conta uma história de escassez e revela como a natureza encontra o seu próprio equilíbrio, se forem respeitados todos os seus elementos. No fundo, é um organismo em tudo semelhante à linguagem, como aqui se demonstra.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464915&img=43499&res=150&thb=1&pag=1,"Couto, Mia, pseud.;Wojciechowska, Danuta, 1960-, il.","Alfragide : Caminho, 2018",,Pré-leitores,087.5(5-10)
978-989-8166-37-1,3-5,O estranho,"Um rei e o seu povo vivem em paz até ao dia em que a chegada de um estranho deixa o país numa grande agitação. Ele não se parece com eles. Na verdade, este estranho parece ser tão diferente que as pessoas encontram grande dificuldade em falar com ele, optando pelo caminho fácil da suspeição num cenário infelizmente já familiar: guardas, políticos ignorantes, a ameaça da força militar... “O estranho”, novamente relevante nos nossos dias, é uma pequena história repleta de grandes temas que celebra o triunfo da aceitação e da empatia sobre a ignorância e o preconceito.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464800&img=43464&res=150&thb=1&pag=1,"Rinji, Kjell","Figueira da Foz : Bruaá, 2018",,Pré-leitores,087.5(5-10)
978-972-53-0610-9,3-5,O livro com medo,"O livro, cheio de medo do escuro, não consegue adormecer. Não há nada como uma boa dose de mimo e uma canção de embalar para que ele acalme e mude de ideias.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464709&img=43406&res=150&thb=1&pag=1,"Ramadier, Cédric, 1968-;Bourgeau, Vincent, 1967-, il.","[S.l.] : Bizâncio, 2018",,Pré-leitores,087.5(0-5)
978-989-665-324-8,3-5,O Elmer e o Wilbur,"O Elmer adora pregar partidas. E o seu primo Wilbur também. Um dia, o Elmer tem uma ideia que obriga o Wilbur a pôr os pés na terra, em vários sentidos.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464456&img=43295&res=150&thb=1&pag=1,"McKee, David, 1935-2022","Lisboa : Nuvem de Letras, 2018",,Pré-leitores,087.5(0-5)
978-989-665-325-5,3-5,O Elmer e o monstro,A selva está um pandemónio! O estranho som de um rugido põe todos os animais em debandada. Só o Elmer é suficiente valente para investigar... E para construir pontes em direcção ao outro.[Resumo da responsabilidade do Plano Nacional de Leitura 2027],http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464454&img=43294&res=150&thb=1&pag=1,"McKee, David, 1935-2022","Lisboa : Nuvem de Letras, 2018",,Literatura Inglesa,087.5(0-5)
978-972-24-1886-7,3-5,A construção do mundo,"Distinguido com o «Prémio Branquinho da Fonseca /Expresso /Gulbenkian, 2017», na modalidade infantil, «A construção do Mundo» resgata o olhar de uma criança sobre o real que a rodeia e conta-nos a história de um menino cujo pai é construtor civil; o protagonista, servindo-se da sua capacidade inventiva, vê-o, então, como o verdadeiro construtor do mundo. Numa linguagem simples, que não cede, no entanto, a facilitismo, o livro corresponde sobretudo à narrativa de um olhar da criança sobre a as realidades que lhe despertam a curiosidade e o espanto, e que lhe avivam, portanto, a imaginação. As ilustrações, da responsabilidade da ilustradora Mariana Rio, são vivas e interpretativas assumindo uma perspectiva que expande interpretativamente o discurso, através das imagens.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464449&img=43304&res=150&thb=1&pag=1,"Monteiro, Fábio;Rio, Mariana, 1986-, il.","Lisboa : Livros Horizonte, 2018",Álbuns ; 58206,Pré-leitores,087.5(0-5)
978-989-8868-23-7,3-5,Aqui estamos nós : apontamentos para viver no planeta Terra,"O mundo pode parecer muito confuso, sobretudo se acabámos de aqui chegar. Para melhor compreendê-lo, vamos explorar o nosso planeta e ver como vivemos. Estes apontamentos são um guia para essa viagem...[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464325&img=43270&res=150&thb=1&pag=1,"Jeffers, Oliver, 1977-;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2018",Orfeu Mini,Literatura Australiana,087.5(5-10)
978-989-8166-39-5,3-5,Matilde,Separados pela vitrine da Boutique Esmeralda batem dois corações: o de Matilde pelo Sr. Narciso e o do Sr. Narciso por ele próprio. Como se cruzarão estas duas histórias de amor?[Resumo da responsabilidade do Plano Nacional de Leitura 2027],http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464201&img=43218&res=150&thb=1&pag=1,"Carmelo, Luís Correia, 1976-;Di Giorgio, Mariachiara, 1983-, il.","Figueira da Foz : Bruaá, 2018",,Literatura Portuguesa,087.5(5-10)
978-989-707-577-3,3-5,Franklin e a livraria voadora,"Franklin, o dragão, adora livros e gosta de os ler em voz alta para toda a gente ouvir. Mas os habitantes da aldeia têm medo dele, excepto uma menina, a Luna. Juntos vão espalhar histórias pelo mundo e criar a livraria mais emocionante de sempre.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=463557&img=73615&res=100&thb=1&pag=1,"Campbell, Jen;Harnett, Katie, il.;Ferreira, Susana Cardoso, 1972-, trad.","Amadora : Fábula, 2018",,Pré-leitores,087.5(5-10)
